ShipType,ShipName,mmsi,timestamp,course,speed,longitude,latitude,higher_types,radius,sonar
Tanker,GUO YANG 79,412763650,2022-12-13 07:15:54 UTC,206,11,122.8492333,37.34531667,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 07:20:03 UTC,196.4,11.8,122.84485,37.33226667,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 07:25:13 UTC,197.9,11.7,122.8384667,37.31613333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 07:30:02 UTC,196.8,12.1,122.8322333,37.30088333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 07:35:25 UTC,197.2,12,122.8246333,37.28413333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 07:40:25 UTC,198.6,11.1,122.81825,37.2693,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 07:45:12 UTC,200.6,12,122.8115333,37.25485,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 07:50:04 UTC,201.5,11.6,122.8044167,37.23983333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 07:55:05 UTC,199.2,11.4,122.7973167,37.22498333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 08:03:00 UTC,204.5,11,122.78955,37.20996667,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 08:05:03 UTC,202.6,11.2,122.7824167,37.19596667,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 08:10:13 UTC,207.2,11.6,122.7741,37.18075,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 08:15:22 UTC,206.7,11.1,122.7646,37.16645,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 08:20:02 UTC,200,11.8,122.7570833,37.1528,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 08:25:02 UTC,193.1,11.5,122.7515333,37.13713333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 08:31:01 UTC,199.2,11.4,122.7455167,37.11868333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 08:36:21 UTC,199,11.8,122.7384833,37.10221667,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 08:40:34 UTC,198.4,11.7,122.73325,37.08926667,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 08:45:04 UTC,202.1,11.7,122.7268333,37.07556667,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 08:56:57 UTC,202.3,11.3,122.7192833,37.06036667,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 08:58:14 UTC,201.7,11.2,122.7072667,37.03691667,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 09:00:04 UTC,201.7,11.1,122.7045833,37.03163333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 09:06:53 UTC,199.5,11.3,122.6947167,37.01218333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 09:17:33 UTC,237.4,9.3,122.6756833,36.98575,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 09:23:24 UTC,297.8,4.8,122.6652167,36.9865,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 09:29:26 UTC,174.7,8.7,122.66145,36.97558333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 09:31:14 UTC,120,6.7,122.6639167,36.97261667,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 09:35:23 UTC,56.1,1.4,122.6694833,36.97308333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 19:56:56 UTC,21.1,0.2,122.6708,36.97205,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 21:20:24 UTC,309,1,122.67085,36.97273333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 21:27:23 UTC,330.9,1.6,122.6705833,36.97398333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 21:33:04 UTC,46.3,5.2,122.6750333,36.97778333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 21:36:02 UTC,39,7,122.6794,36.98168333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 21:44:44 UTC,35.8,9.1,122.6941833,36.99801667,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 21:45:45 UTC,35.1,9.3,122.6960667,37.0001,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 21:52:44 UTC,33.8,9.4,122.70925,37.01491667,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 21:56:56 UTC,34.6,9.3,122.7154,37.02195,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 22:01:02 UTC,34.7,9.5,122.7247667,37.03283333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 22:08:57 UTC,28.2,8.8,122.7355333,37.04378333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 22:12:04 UTC,28.8,9.6,122.7446167,37.0569,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 22:15:03 UTC,29.1,9.7,122.7494333,37.06373333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 22:20:03 UTC,43,10,122.7588667,37.07501667,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 22:25:22 UTC,44.4,9.3,122.7711333,37.08545,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 22:30:02 UTC,38.3,9.4,122.7816167,37.09463333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 22:35:03 UTC,37.6,9.7,122.7917833,37.10575,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 22:44:57 UTC,36.8,9.3,122.80215,37.11685,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 22:46:43 UTC,30,9.4,122.8133667,37.1306,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 22:51:01 UTC,29.8,9.1,122.8203,37.13995,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 22:55:04 UTC,27.1,9.6,122.8268167,37.14901667,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 23:00:43 UTC,22.9,9.5,122.8344,37.1625,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 23:05:02 UTC,25.7,9.1,122.8399833,37.17261667,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 23:10:03 UTC,23.4,9.3,122.8467167,37.18428333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 23:15:02 UTC,16.4,9.8,122.85245,37.19688333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 23:20:23 UTC,0.8,9.9,122.85505,37.211,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 23:25:03 UTC,0.3,9.9,122.8553167,37.22338333,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 23:32:43 UTC,358.6,9.2,122.8553333,37.24415,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 23:35:02 UTC,349.2,9.4,122.8543333,37.25,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 23:40:23 UTC,354,10.6,122.8514667,37.26436667,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 23:45:04 UTC,358.6,9.2,122.8509167,37.27651667,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 23:50:04 UTC,358.9,9.8,122.8505333,37.28956667,SECOND,12000,9000
Tanker,GUO YANG 79,412763650,2022-12-13 23:55:03 UTC,1.8,9.8,122.8503833,37.3028,SECOND,12000,9000
Cargo,HUILONG15,412765030,2022-12-13 10:54:14 UTC,50.9,9.1,122.313035,36.64590333,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 10:57:54 UTC,53.7,9.3,122.3229667,36.65151333,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 11:01:35 UTC,32.8,7.6,122.32894,36.65789333,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 11:05:34 UTC,10.4,6.1,122.3332217,36.66471667,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 11:13:12 UTC,5.8,5.5,122.3375067,36.67197,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 11:15:55 UTC,3.5,6.9,122.3419867,36.68172167,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 11:22:35 UTC,26.6,7.9,122.3464367,36.69513667,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 11:25:35 UTC,9.2,7.3,122.3480983,36.70130333,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 11:30:14 UTC,21.3,7.5,122.350645,36.710605,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 11:35:54 UTC,343.3,5.4,122.3515217,36.72139667,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 11:42:55 UTC,104.5,2,122.3538817,36.72686333,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 12:07:12 UTC,40.7,1.2,122.356075,36.7269,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 18:13:10 UTC,331.1,0.5,122.35565,36.72610667,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 19:43:14 UTC,0,0,122.3551117,36.725855,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 22:45:14 UTC,351.1,0.4,122.3554117,36.72667667,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 22:56:33 UTC,302,2.3,122.3538517,36.72754167,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 23:03:34 UTC,68.6,8.9,122.365315,36.73190833,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 23:09:14 UTC,76.2,10.9,122.3842467,36.73727167,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 23:10:53 UTC,79.3,10.8,122.3904333,36.738265,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 23:16:34 UTC,84.7,10.8,122.4116117,36.74049,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 23:21:54 UTC,75.1,10.6,122.43102,36.74359833,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 23:26:13 UTC,66.7,10.8,122.4460267,36.74829333,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 23:30:14 UTC,60.6,10.6,122.4592567,36.753755,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 23:36:34 UTC,63.5,10.9,122.4800233,36.763,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 23:41:13 UTC,69.2,10.8,122.4965517,36.768525,FIRST,15000,12000
Cargo,HUILONG15,412765030,2022-12-13 23:50:34 UTC,78.9,10.9,122.530575,36.77690833,FIRST,15000,12000
Tug,AN DONG 2,412765490,2022-12-13 00:10:24 UTC,277.9,0.1,124.157745,39.82176,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 00:16:03 UTC,187.3,7.6,124.1582133,39.81963,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 00:21:04 UTC,182.3,8.4,124.1572033,39.80850833,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 00:26:04 UTC,164.4,10.7,124.1601933,39.79485833,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 00:30:04 UTC,172,10.4,124.162955,39.78372667,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 00:38:34 UTC,202.9,12.1,124.1568117,39.75339833,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 00:40:03 UTC,202.5,12,124.1556383,39.75137667,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 00:46:43 UTC,206.1,11.8,124.14341,39.73133833,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 02:20:25 UTC,39.1,14.4,124.1299917,39.71236,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 02:25:16 UTC,17.5,14.1,124.1392017,39.72618333,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 02:30:43 UTC,27.3,9.1,124.1480067,39.74277833,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 02:35:43 UTC,31.1,5.7,124.1547517,39.75270833,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 02:40:14 UTC,89.1,2.1,124.1578967,39.75647833,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 02:45:14 UTC,8.7,8.2,124.1634867,39.765535,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 02:51:04 UTC,356.8,7.8,124.1639883,39.77673333,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 02:55:03 UTC,347.9,6.7,124.1624483,39.784875,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 03:00:23 UTC,347.5,5.8,124.1598683,39.79382833,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 03:06:13 UTC,342.4,5.2,124.157045,39.80396667,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 03:10:03 UTC,335.3,4.5,124.1550167,39.80774167,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 03:15:43 UTC,327.4,3.1,124.15035,39.813475,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 03:20:03 UTC,352.2,1.9,124.15024,39.81595667,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 03:25:05 UTC,23.1,1,124.1506867,39.81740667,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 03:30:13 UTC,61,0.3,124.1513483,39.81846167,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 03:35:23 UTC,99.9,0.1,124.1516133,39.81852167,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 03:50:13 UTC,99.9,0,124.151635,39.81844833,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 03:55:33 UTC,143.8,10.2,124.1539683,39.81076667,THIRD,10000,7000
Tug,AN DONG 2,412765490,2022-12-13 04:00:13 UTC,359.9,9,124.1581267,39.82115,THIRD,10000,7000
Cargo,XINLINGHANG19,412767090,2022-12-13 22:45:03 UTC,5.4,4.7,122.8696533,36.96635333,FIRST,15000,12000
Cargo,XINLINGHANG19,412767090,2022-12-13 22:46:42 UTC,8.3,4.7,122.8702133,36.97144333,FIRST,15000,12000
Cargo,XINLINGHANG19,412767090,2022-12-13 22:56:57 UTC,1.1,8,122.8699467,36.99600333,FIRST,15000,12000
Cargo,XINLINGHANG19,412767090,2022-12-13 23:03:37 UTC,359.6,8.5,122.87056,37.01159,FIRST,15000,12000
Cargo,XINLINGHANG19,412767090,2022-12-13 23:05:37 UTC,3.2,8.3,122.8706533,37.01634667,FIRST,15000,12000
Cargo,XINLINGHANG19,412767090,2022-12-13 23:11:17 UTC,357.6,8.5,122.87076,37.02967333,FIRST,15000,12000
Cargo,XINLINGHANG19,412767090,2022-12-13 23:16:50 UTC,358.6,8.6,122.87072,37.03924667,FIRST,15000,12000
Cargo,XINLINGHANG19,412767090,2022-12-13 23:20:37 UTC,358.5,9,122.8704,37.05213333,FIRST,15000,12000
Cargo,XINLINGHANG19,412767090,2022-12-13 23:25:37 UTC,1.8,8.9,122.8702667,37.06453667,FIRST,15000,12000
Cargo,XINLINGHANG19,412767090,2022-12-13 23:34:51 UTC,0.6,8.5,122.87076,37.07687333,FIRST,15000,12000
Cargo,XINLINGHANG19,412767090,2022-12-13 23:35:37 UTC,3,8.1,122.87072,37.08879333,FIRST,15000,12000
Cargo,XINLINGHANG19,412767090,2022-12-13 23:46:37 UTC,359.3,9.3,122.87016,37.11591667,FIRST,15000,12000
Cargo,XINLINGHANG19,412767090,2022-12-13 23:50:37 UTC,357.8,8.5,122.8698133,37.12581,FIRST,15000,12000
Cargo,XINLINGHANG19,412767090,2022-12-13 23:58:48 UTC,359.5,9,122.8691467,37.13846,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 21:40:26 UTC,3.8,8.3,122.8709467,37.0558,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 22:12:47 UTC,1.6,9.2,122.8768133,37.13424667,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 22:15:27 UTC,1,9.3,122.87708,37.14112667,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 22:28:46 UTC,3,9.2,122.8789067,37.17484333,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 22:34:31 UTC,0.2,9.2,122.8790933,37.17915667,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 22:37:46 UTC,2.2,9,122.8796933,37.19775,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 22:40:45 UTC,2.2,9.2,122.8802,37.20525333,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 22:47:07 UTC,2,9.2,122.8808,37.22136333,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 22:57:06 UTC,4.9,9.6,122.88248,37.24732667,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 23:03:26 UTC,7.1,9.5,122.88404,37.26438333,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 23:05:07 UTC,358.5,9.1,122.88416,37.26868333,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 23:11:07 UTC,358.5,9.6,122.8834667,37.28413333,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 23:16:04 UTC,357.7,9.8,122.88288,37.29748667,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 23:20:45 UTC,357.7,9.8,122.88228,37.31046333,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 23:25:06 UTC,359.9,9.8,122.8820533,37.32241,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 23:34:30 UTC,0.1,10.1,122.8818267,37.33623,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 23:35:26 UTC,355,9.8,122.88096,37.35088,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 23:40:06 UTC,351.2,9.7,122.8789067,37.36332,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 23:45:06 UTC,349.4,9.6,122.87612,37.37651333,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 23:50:25 UTC,351.1,9.7,122.8729333,37.39072667,FIRST,15000,12000
Cargo,XINMINGZHOU78,412767360,2022-12-13 23:55:07 UTC,343.6,9.5,122.86992,37.40308667,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 01:02:08 UTC,353,12,122.89,36.74333333,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 02:03:41 UTC,359.1,12.4,122.8752317,36.95906167,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 02:06:01 UTC,359.7,12.3,122.875145,36.96711333,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 02:13:01 UTC,359.3,12.2,122.8749383,36.99102167,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 02:16:41 UTC,359.2,12.2,122.8746933,37.003685,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 02:20:21 UTC,358.6,12,122.8744817,37.01605167,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 02:32:41 UTC,356.5,11.9,122.8716833,37.05728333,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 02:36:01 UTC,356.6,11.9,122.8708667,37.068485,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 02:40:20 UTC,356.4,11.9,122.8698,37.08278333,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 02:45:20 UTC,354.4,11.8,122.86803,37.099395,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 02:50:21 UTC,354,11.9,122.865905,37.11595667,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 02:55:01 UTC,355.6,11.8,122.86409,37.13125,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 03:00:00 UTC,356.8,11.8,122.8627683,37.14769333,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 03:05:40 UTC,1.2,11.7,122.8625433,37.16637167,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 03:10:21 UTC,4.4,11.7,122.8636283,37.18173167,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 03:17:01 UTC,5.9,11.3,122.8662417,37.20295,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 03:20:21 UTC,359.8,11.1,122.867055,37.21336,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 03:25:02 UTC,359.1,11.1,122.8667633,37.22782833,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 03:30:01 UTC,359.6,10.9,122.866525,37.24314167,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 03:35:01 UTC,0,10.5,122.8662767,37.258105,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 03:41:01 UTC,0.3,10.4,122.866295,37.27571,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 03:45:32 UTC,359.6,10.6,122.866305,37.28740833,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 03:50:21 UTC,359.9,10.3,122.8661883,37.30322667,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 03:57:30 UTC,359.1,10.4,122.866115,37.31668833,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 04:00:20 UTC,359,10.2,122.865755,37.33204333,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 04:09:30 UTC,0.5,9.5,122.8659083,37.34678167,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 04:10:51 UTC,3.3,9.2,122.86638,37.36050667,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 04:15:01 UTC,3,8.8,122.8670767,37.37083833,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 04:15:30 UTC,3,8.8,122.8670633,37.42140833,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 04:20:01 UTC,7.3,8.3,122.868215,37.38264667,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 04:25:21 UTC,357.7,8.2,122.8680883,37.394705,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 04:31:01 UTC,358.7,8,122.8678017,37.40753,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 04:37:01 UTC,340,5.6,122.8680433,37.41953333,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 04:40:40 UTC,335.9,6.2,122.86511,37.42508333,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 04:45:34 UTC,334.6,6.4,122.8610767,37.43244667,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 04:50:00 UTC,334.1,6.6,122.856495,37.44031,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 04:56:20 UTC,338.6,6.3,122.8511617,37.45078167,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 05:00:01 UTC,340.3,6.3,122.848275,37.456965,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 05:09:34 UTC,350.5,6.4,122.8444767,37.46609167,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 05:10:01 UTC,348.8,5.6,122.84237,37.473805,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 05:15:02 UTC,348.1,5.5,122.84079,37.48115833,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 05:20:02 UTC,348.6,5.2,122.839315,37.488325,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 05:25:20 UTC,342.8,4.4,122.837425,37.49514667,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 05:30:41 UTC,332.5,4.6,122.8350367,37.50081333,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 05:35:00 UTC,337.7,4.5,122.832465,37.50581,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 05:35:04 UTC,339,4,122.8316667,37.505,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 05:40:22 UTC,344.4,3.7,122.829315,37.511945,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 05:46:21 UTC,326.5,5,122.82566,37.51799,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 05:50:00 UTC,332.6,3.6,122.8230767,37.52151667,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 05:55:40 UTC,331.4,4.2,122.8188283,37.52734167,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 05:59:45 UTC,327,3.6,122.81714,37.53050333,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 06:00:00 UTC,319.9,3.4,122.816465,37.53124333,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 06:05:41 UTC,316.5,4.6,122.8112283,37.53620333,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 06:10:01 UTC,330.2,3.1,122.808505,37.53922833,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 06:15:10 UTC,324.3,3.7,122.8047533,37.54326167,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 06:20:10 UTC,320.4,4.1,122.8006083,37.54779667,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 06:26:00 UTC,330.3,2.6,122.7968783,37.55216833,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 06:33:33 UTC,323.2,4.1,122.7944167,37.55510333,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 06:35:01 UTC,321.6,3.1,122.7910317,37.558915,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 06:40:11 UTC,320,3.6,122.787735,37.56230167,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 06:41:07 UTC,321,3,122.7866667,37.56166667,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 06:45:11 UTC,327.1,3.4,122.78433,37.56622667,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 06:50:02 UTC,324.7,3.7,122.7809283,37.57021667,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 06:55:00 UTC,322.6,3.7,122.7764,37.57457167,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 07:00:11 UTC,325.2,3.5,122.772465,37.57833333,FIRST,15000,12000
Cargo,MING ZHOU 67,412767390,2022-12-13 07:05:00 UTC,318.2,3.7,122.76873,37.58228,FIRST,15000,12000
