ShipType,ShipName,mmsi,timestamp,course,speed,longitude,latitude,higher_types,radius,sonar
Other,NA,100000478,2022-12-13 00:05:39 UTC,93.8,0,122.6713183,37.387845,OTHER,5000,2000
Other,NA,100000478,2022-12-13 01:06:21 UTC,59.2,0.1,122.6715283,37.38783,OTHER,5000,2000
Other,NA,100000478,2022-12-13 02:51:29 UTC,42.7,0.2,122.6712983,37.38746667,OTHER,5000,2000
Other,NA,100000478,2022-12-13 04:10:13 UTC,300.6,1.3,122.6693083,37.388605,OTHER,5000,2000
Other,NA,100000478,2022-12-13 04:27:19 UTC,301.6,0.5,122.6704583,37.38812333,OTHER,5000,2000
Other,NA,100000478,2022-12-13 10:23:39 UTC,356,2.1,122.67146,37.38949667,OTHER,5000,2000
Other,NA,100000478,2022-12-13 10:45:15 UTC,168.7,1.7,122.672175,37.38538167,OTHER,5000,2000
Other,NA,100000478,2022-12-13 17:26:27 UTC,34.8,2.8,122.673945,37.39029333,OTHER,5000,2000
Other,NA,100000478,2022-12-13 21:10:31 UTC,60.9,1.1,122.6729883,37.38786667,OTHER,5000,2000
Other,NA,100000478,2022-12-13 21:41:53 UTC,259.8,0.7,122.6715833,37.38719333,OTHER,5000,2000
Other,NA,100000478,2022-12-13 22:13:39 UTC,50.3,2,122.67315,37.388845,OTHER,5000,2000
Other,NA,100000478,2022-12-13 22:17:50 UTC,113,1.4,122.6729,37.38690833,OTHER,5000,2000
Other,NA,100000788,2022-12-13 01:17:35 UTC,321.8,2.5,122.65518,37.42140833,OTHER,5000,2000
Other,NA,100000788,2022-12-13 01:27:59 UTC,248.9,1.5,122.654485,37.41958167,OTHER,5000,2000
Other,NA,100000788,2022-12-13 08:02:08 UTC,34.2,1.3,122.657605,37.42079167,OTHER,5000,2000
Other,NA,100000788,2022-12-13 09:10:02 UTC,171.1,1.5,122.656275,37.41933833,OTHER,5000,2000
Other,NA,100000788,2022-12-13 09:45:59 UTC,249.7,0.6,122.655745,37.41981333,OTHER,5000,2000
Other,NA,100000788,2022-12-13 10:54:43 UTC,187.3,0.6,122.6581533,37.42011,OTHER,5000,2000
Other,NA,100000788,2022-12-13 11:57:25 UTC,96.3,3.1,122.6602967,37.41923,OTHER,5000,2000
Other,NA,100000788,2022-12-13 12:12:12 UTC,101.4,1.1,122.65683,37.419385,OTHER,5000,2000
Other,NA,100000788,2022-12-13 15:31:31 UTC,26.4,1,122.6570517,37.41970833,OTHER,5000,2000
Other,NA,100000788,2022-12-13 16:11:20 UTC,188.8,0.6,122.6564033,37.41824167,OTHER,5000,2000
Other,NA,100000788,2022-12-13 18:18:43 UTC,181.3,0.7,122.6566383,37.418215,OTHER,5000,2000
Other,NA,100000790,2022-12-13 00:23:25 UTC,302.6,0.3,122.6554533,37.42065,OTHER,5000,2000
Other,NA,100000790,2022-12-13 01:32:11 UTC,330.7,0.7,122.6555883,37.420695,OTHER,5000,2000
Other,NA,100000790,2022-12-13 03:55:29 UTC,232,0.2,122.6554267,37.41994167,OTHER,5000,2000
Other,NA,100000790,2022-12-13 08:49:21 UTC,123,6.1,122.6622017,37.416685,OTHER,5000,2000
Other,NA,100000790,2022-12-13 09:18:15 UTC,94.4,0.2,122.6544683,37.42077667,OTHER,5000,2000
Other,NA,100000790,2022-12-13 11:11:27 UTC,180.8,1.6,122.6559183,37.41763,OTHER,5000,2000
Other,NA,100000790,2022-12-13 12:44:41 UTC,111.4,0.9,122.6566983,37.41893,OTHER,5000,2000
Other,NA,100000790,2022-12-13 13:01:31 UTC,276.9,1.5,122.6539417,37.41977333,OTHER,5000,2000
Other,NA,100000790,2022-12-13 17:30:19 UTC,60.3,0.3,122.6570567,37.41998667,OTHER,5000,2000
Other,NA,100000790,2022-12-13 17:38:49 UTC,65.1,1,122.6579983,37.41994333,OTHER,5000,2000
Other,NA,100000790,2022-12-13 17:43:53 UTC,123.5,0.4,122.6557867,37.41949667,OTHER,5000,2000
Other,NA,100000790,2022-12-13 20:04:18 UTC,241.4,0,122.6556133,37.41950667,OTHER,5000,2000
Other,NA,100000790,2022-12-13 20:39:12 UTC,41.8,0.6,122.655455,37.419385,OTHER,5000,2000
Other,NA,100001142,2022-12-13 00:02:39 UTC,75.5,1.8,122.386745,36.86539333,OTHER,5000,2000
Other,NA,100001142,2022-12-13 00:47:39 UTC,296.8,0.1,122.3842767,36.865075,OTHER,5000,2000
Other,NA,100001142,2022-12-13 02:07:12 UTC,310.1,0,122.384445,36.864475,OTHER,5000,2000
Other,NA,100001142,2022-12-13 02:14:37 UTC,254.5,0.1,122.3846867,36.86453833,OTHER,5000,2000
Other,NA,100001142,2022-12-13 02:20:38 UTC,97.1,1,122.385835,36.86438,OTHER,5000,2000
Other,NA,100001142,2022-12-13 05:22:01 UTC,188.9,1.2,122.3841567,36.86349333,OTHER,5000,2000
Other,NA,100001142,2022-12-13 06:31:37 UTC,88.1,0.8,122.3857383,36.86461,OTHER,5000,2000
Other,NA,100001142,2022-12-13 07:42:02 UTC,41.1,1.1,122.385595,36.86572333,OTHER,5000,2000
Other,NA,100001142,2022-12-13 09:46:10 UTC,120.1,0.3,122.3850433,36.86449833,OTHER,5000,2000
Other,NA,100001142,2022-12-13 11:05:37 UTC,91.6,1.9,122.3871267,36.86409333,OTHER,5000,2000
Other,NA,100001142,2022-12-13 11:10:09 UTC,95.6,2.9,122.3949217,36.86359333,OTHER,5000,2000
Other,NA,100001142,2022-12-13 11:28:14 UTC,130.2,0.1,122.39767,36.86429667,OTHER,5000,2000
Other,NA,100001142,2022-12-13 11:51:50 UTC,247.1,1.5,122.3964467,36.86364333,OTHER,5000,2000
Other,NA,100001142,2022-12-13 11:57:42 UTC,245.2,0.6,122.3971417,36.86387167,OTHER,5000,2000
Other,NA,100001142,2022-12-13 12:17:57 UTC,214.4,1.2,122.3963867,36.862555,OTHER,5000,2000
Other,NA,100001142,2022-12-13 12:26:17 UTC,164.8,3.2,122.4019833,36.85251333,OTHER,5000,2000
Other,NA,100001384,2022-12-13 00:19:03 UTC,323,0.4,122.6585917,37.41905,OTHER,5000,2000
Other,NA,100001384,2022-12-13 02:56:27 UTC,152.2,0.1,122.65839,37.41964167,OTHER,5000,2000
Other,NA,100001384,2022-12-13 03:32:39 UTC,34.7,1.4,122.6595683,37.42087167,OTHER,5000,2000
Other,NA,100001384,2022-12-13 04:16:55 UTC,300,1.7,122.65652,37.42011167,OTHER,5000,2000
Other,NA,100001384,2022-12-13 04:33:07 UTC,139.6,2.7,122.65979,37.41774167,OTHER,5000,2000
Other,NA,100001384,2022-12-13 05:50:29 UTC,218.1,0.1,122.6595567,37.41920667,OTHER,5000,2000
Other,NA,100001384,2022-12-13 05:58:39 UTC,29,0.3,122.6597133,37.41953,OTHER,5000,2000
Other,NA,100001384,2022-12-13 07:46:07 UTC,143.2,1.3,122.6590867,37.41817667,OTHER,5000,2000
Other,NA,100001384,2022-12-13 07:56:07 UTC,180.2,0.6,122.6581583,37.41838833,OTHER,5000,2000
Other,NA,100001384,2022-12-13 08:12:11 UTC,29.6,0.4,122.6585433,37.41956333,OTHER,5000,2000
Other,NA,100001384,2022-12-13 15:32:37 UTC,286.3,0.3,122.6574067,37.41904667,OTHER,5000,2000
Other,NA,100001384,2022-12-13 17:43:31 UTC,204.9,3.7,122.65643,37.41601167,OTHER,5000,2000
Other,NA,100001384,2022-12-13 18:26:07 UTC,251.1,0.2,122.657865,37.419235,OTHER,5000,2000
Other,NA,100001384,2022-12-13 20:51:55 UTC,254,0.4,122.6572217,37.418375,OTHER,5000,2000
Other,NA,100003653,2022-12-13 00:23:03 UTC,157.1,0.5,122.3975167,36.86421667,OTHER,5000,2000
Other,NA,100003653,2022-12-13 01:43:50 UTC,328.2,1.8,122.39627,36.86655333,OTHER,5000,2000
Other,NA,100003653,2022-12-13 01:52:29 UTC,28.9,0,122.39754,36.86480167,OTHER,5000,2000
Other,NA,100003653,2022-12-13 03:00:29 UTC,233.8,1.1,122.3967267,36.86447,OTHER,5000,2000
Other,NA,100003653,2022-12-13 03:51:09 UTC,82.8,0.4,122.3985267,36.864195,OTHER,5000,2000
Other,NA,100003653,2022-12-13 04:28:51 UTC,339.1,1.2,122.3967217,36.86554,OTHER,5000,2000
Other,NA,100003653,2022-12-13 05:58:15 UTC,116,1.1,122.398875,36.86456833,OTHER,5000,2000
Other,NA,100003653,2022-12-13 17:11:22 UTC,229.9,0.9,122.3964783,36.86391333,OTHER,5000,2000
Other,NA,100003653,2022-12-13 17:57:23 UTC,80.7,1.8,122.3997667,36.865165,OTHER,5000,2000
Other,NA,100003653,2022-12-13 19:04:11 UTC,293.4,0.8,122.3969933,36.86525833,OTHER,5000,2000
Other,NA,100003653,2022-12-13 22:25:21 UTC,246.9,0.5,122.3963117,36.865,OTHER,5000,2000
Other,NA,100003653,2022-12-13 23:08:39 UTC,20.6,0.5,122.3982767,36.865515,OTHER,5000,2000
Other,NA,100003654,2022-12-13 03:58:54 UTC,355.7,0.5,122.397275,36.865615,OTHER,5000,2000
Other,NA,100003654,2022-12-13 06:44:13 UTC,344.2,0,122.39732,36.86516833,OTHER,5000,2000
Other,NA,100003654,2022-12-13 07:01:43 UTC,272.8,0.7,122.39615,36.86499833,OTHER,5000,2000
Other,NA,100003654,2022-12-13 08:00:05 UTC,146.6,0.2,122.3975583,36.86435,OTHER,5000,2000
Other,NA,100003654,2022-12-13 08:13:35 UTC,38.1,1.2,122.3987033,36.865885,OTHER,5000,2000
Other,NA,100003654,2022-12-13 08:40:31 UTC,240.2,1,122.39625,36.86445167,OTHER,5000,2000
Other,NA,100003654,2022-12-13 11:31:03 UTC,120.5,0.9,122.3987567,36.86400333,OTHER,5000,2000
Other,NA,100003654,2022-12-13 17:03:15 UTC,86.4,0.8,122.3986767,36.864775,OTHER,5000,2000
Other,NA,100003654,2022-12-13 18:10:38 UTC,344.8,0.4,122.3976083,36.86487833,OTHER,5000,2000
Other,NA,100003654,2022-12-13 20:39:19 UTC,251.6,0.5,122.3967933,36.86402167,OTHER,5000,2000
Other,NA,100003654,2022-12-13 21:42:39 UTC,169.8,0.9,122.39767,36.86294167,OTHER,5000,2000
Other,NA,100900014,2022-12-13 00:17:21 UTC,299,7.6,122.4257833,36.82823333,OTHER,5000,2000
Other,NA,100900014,2022-12-13 00:20:51 UTC,291.5,7.5,122.4176167,36.83188333,OTHER,5000,2000
Other,NA,100900014,2022-12-13 00:25:21 UTC,290,7.5,122.4068333,36.83611667,OTHER,5000,2000
Other,NA,100900014,2022-12-13 00:30:51 UTC,336.9,2.6,122.4027667,36.84308333,OTHER,5000,2000
Other,NA,100900014,2022-12-13 00:38:30 UTC,299,4.7,122.39605,36.8525,OTHER,5000,2000
Other,NA,100900014,2022-12-13 00:49:31 UTC,149.4,0.3,122.3926167,36.85418333,OTHER,5000,2000
Other,NA,100900014,2022-12-13 00:52:31 UTC,330.4,3,122.3922,36.85456667,OTHER,5000,2000
Other,NA,100900014,2022-12-13 00:55:00 UTC,317.8,2.6,122.3901,36.857,OTHER,5000,2000
Other,NA,100900014,2022-12-13 01:21:31 UTC,73.1,0,122.3898333,36.85815,OTHER,5000,2000
Other,NA,100900014,2022-12-13 01:48:25 UTC,7.6,5,122.3894167,36.85988333,OTHER,5000,2000
Other,NA,100900014,2022-12-13 01:51:55 UTC,12.1,2.7,122.39005,36.86291667,OTHER,5000,2000
Other,NA,100900014,2022-12-13 01:59:24 UTC,90.4,0.4,122.3908833,36.86533333,OTHER,5000,2000
Other,NA,100900014,2022-12-13 02:02:25 UTC,71.3,0.1,122.3912167,36.86551667,OTHER,5000,2000
Other,NA,100900014,2022-12-13 05:02:26 UTC,82.7,0,122.3918167,36.86501667,OTHER,5000,2000
Other,NA,100900116,2022-12-13 04:32:59 UTC,107,9.4,125.0093833,34.68498333,OTHER,5000,2000
Other,NA,100900116,2022-12-13 05:04:58 UTC,100.1,9.8,125.10545,34.66161667,OTHER,5000,2000
Other,NA,100900116,2022-12-13 05:06:28 UTC,106.7,9.8,125.1103333,34.6609,OTHER,5000,2000
Other,NA,100900116,2022-12-13 05:12:58 UTC,106.2,9.3,125.1307,34.65676667,OTHER,5000,2000
Other,NA,100900116,2022-12-13 05:15:28 UTC,102.7,9.1,125.1385667,34.65506667,OTHER,5000,2000
Other,NA,100900116,2022-12-13 05:20:28 UTC,84.6,9.9,125.15425,34.65313333,OTHER,5000,2000
Other,NA,100900116,2022-12-13 05:25:28 UTC,99.3,9.1,125.1701167,34.65273333,OTHER,5000,2000
Other,NA,100900116,2022-12-13 05:30:59 UTC,66,10.1,125.18735,34.65573333,OTHER,5000,2000
Other,NA,100900116,2022-12-13 05:37:27 UTC,318,5.9,125.1962,34.66346667,OTHER,5000,2000
Other,NA,100900116,2022-12-13 07:53:33 UTC,95,0.2,125.19105,34.67045,OTHER,5000,2000
Other,NA,100900116,2022-12-13 07:56:34 UTC,111.1,0,125.1910667,34.67051667,OTHER,5000,2000
Other,NA,100900116,2022-12-13 23:56:51 UTC,118,0.2,125.1895,34.66988333,OTHER,5000,2000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 14:18:03 UTC,13.5,7.6,122.4076167,36.74323333,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 14:20:03 UTC,9.6,7.5,122.40855,36.74741667,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 14:25:27 UTC,5.4,7.6,122.4097,36.75876667,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 14:33:04 UTC,7.8,6.7,122.4133667,36.77383333,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 14:35:22 UTC,14.3,6.3,122.4146667,36.77798333,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 14:40:08 UTC,9.3,6.4,122.4161667,36.78668333,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 14:45:04 UTC,2.5,6.9,122.4159333,36.7961,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 14:50:24 UTC,358.4,4.4,122.4159333,36.80533333,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 14:55:11 UTC,28.9,1.1,122.4157,36.80875,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 15:00:40 UTC,79.6,0.6,122.4171333,36.80953333,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 15:05:46 UTC,106.7,0.8,122.4184167,36.80938333,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 15:13:29 UTC,93.2,1,122.4204167,36.80911667,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 15:16:45 UTC,101.9,0.8,122.4212667,36.8091,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 15:21:30 UTC,119,0.8,122.4224,36.80881667,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 15:25:33 UTC,111,0.8,122.4233167,36.80855,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 15:30:17 UTC,103.3,0.7,122.4244667,36.80838333,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 15:35:02 UTC,85.6,0.3,122.4255667,36.80833333,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 15:46:33 UTC,117.6,0.8,122.4273833,36.81013333,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 15:50:34 UTC,4.7,3.4,122.42855,36.81238333,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 15:55:06 UTC,357.2,6.8,122.4269833,36.82016667,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 16:02:06 UTC,322.7,6.8,122.4193,36.83098333,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 16:05:05 UTC,298.9,6.6,122.41425,36.83445,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 16:10:05 UTC,330.1,6.9,122.4052667,36.84068333,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 16:15:03 UTC,324,5.4,122.3999167,36.84885,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 16:20:05 UTC,296.5,3.1,122.39285,36.85333333,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 16:25:02 UTC,336.2,0.9,122.39085,36.85493333,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 16:30:35 UTC,4.9,0.2,122.3906167,36.85565,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 16:36:50 UTC,352.8,0.5,122.3906833,36.85651667,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 16:40:55 UTC,354.1,3.7,122.38995,36.8589,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 16:45:42 UTC,13.6,2.7,122.38965,36.86411667,FIRST,15000,12000
Cargo,X AIS TEST SHIP,100900150,2022-12-13 17:10:09 UTC,27.8,0,122.3911167,36.86516667,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 00:01:37 UTC,296.8,7.5,122.46805,36.81278333,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 00:06:22 UTC,295.4,7.5,122.45655,36.81698333,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 00:12:18 UTC,282.3,7.3,122.4426667,36.82236667,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 00:19:19 UTC,299.5,7.6,122.4255833,36.82845,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 00:20:26 UTC,301.4,7.6,122.4230167,36.8296,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 00:27:38 UTC,325.6,8.2,122.4067167,36.83783333,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 00:33:20 UTC,320.7,5.1,122.40435,36.8433,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 00:35:20 UTC,332.1,6.1,122.4022,36.8462,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 00:40:13 UTC,298.2,4.5,122.3972833,36.85173333,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 00:45:24 UTC,307.1,1.2,122.39305,36.85416667,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 00:50:46 UTC,275,0.2,122.3924833,36.85411667,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 01:00:19 UTC,140.1,1.8,122.3891333,36.85783333,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 01:36:33 UTC,148.1,0,122.38975,36.85808333,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 01:45:33 UTC,96.3,0.8,122.3889,36.85851667,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 01:52:11 UTC,11.1,2.5,122.39,36.86311667,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 01:55:25 UTC,8.2,1.5,122.3902833,36.86478333,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 02:07:16 UTC,86.6,0,122.3910833,36.86551667,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 03:50:23 UTC,125.1,0,122.3913833,36.86543333,FIRST,15000,12000
Cargo,DAG AIS TEST SHIP,100901023,2022-12-13 14:03:11 UTC,137.8,0,122.3918,36.86505,FIRST,15000,12000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 22:11:13 UTC,301.7,0.3,122.385645,36.85816833,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 22:15:13 UTC,125.3,4.4,122.3886733,36.85743,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 22:21:16 UTC,146.8,5,122.39415,36.85309667,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 22:30:15 UTC,156.6,5.8,122.398055,36.845605,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 22:30:19 UTC,170.7,6.5,122.40141,36.837375,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 22:41:16 UTC,169.6,7.6,122.4043517,36.827055,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 22:42:16 UTC,175.9,7.4,122.4061483,36.81428833,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 22:45:53 UTC,174.2,8.3,122.4052617,36.80587667,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 22:50:19 UTC,199.7,8.4,122.4036767,36.796035,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 22:55:12 UTC,198.8,8.3,122.3994167,36.78530167,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 23:00:33 UTC,187.1,8,122.398845,36.77302,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 23:08:19 UTC,195.1,8.2,122.39927,36.75997333,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 23:12:20 UTC,203.9,8.3,122.3947267,36.75147333,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 23:16:59 UTC,211.6,8.2,122.383065,36.74002667,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 23:24:21 UTC,222.4,8,122.3772017,36.73360667,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 23:29:22 UTC,216.4,8.7,122.3671467,36.72393667,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 23:32:22 UTC,223.1,8.4,122.3564617,36.71335167,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 23:38:23 UTC,225.6,8.1,122.3475433,36.70431167,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 23:40:32 UTC,214.2,8.5,122.3402767,36.69702667,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 23:45:26 UTC,213.7,8.2,122.3315917,36.68794667,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 23:50:46 UTC,217.3,8.5,122.3232617,36.67752,FOURTH,8000,5000
Fishing,HUOCHUANBINHAI8,100902003,2022-12-13 23:57:26 UTC,212.9,7.9,122.3125067,36.66474,FOURTH,8000,5000
Other,NA,100910013,2022-12-13 03:37:25 UTC,316.8,9.1,122.50575,36.797,OTHER,5000,2000
Other,NA,100910013,2022-12-13 03:52:55 UTC,291.3,9.1,122.4610667,36.81251667,OTHER,5000,2000
Other,NA,100910013,2022-12-13 03:58:55 UTC,336.2,9.4,122.4451,36.82036667,OTHER,5000,2000
Other,NA,100910013,2022-12-13 04:00:25 UTC,332.1,9.3,122.4428333,36.82386667,OTHER,5000,2000
Other,NA,100910013,2022-12-13 04:05:26 UTC,319.8,9.4,122.4343,36.83513333,OTHER,5000,2000
Other,NA,100910013,2022-12-13 07:54:39 UTC,130.7,0.1,122.4231,36.84225,OTHER,5000,2000
Other,NA,100910013,2022-12-13 09:00:39 UTC,134.9,0.2,122.4240667,36.84166667,OTHER,5000,2000
Other,NA,100910013,2022-12-13 09:15:38 UTC,29.7,0.2,122.4252,36.84158333,OTHER,5000,2000
Other,NA,100910013,2022-12-13 14:09:42 UTC,117,0.1,122.4255833,36.84195,OTHER,5000,2000
Other,NA,100910013,2022-12-13 16:12:42 UTC,154.4,0.1,122.4252833,36.84148333,OTHER,5000,2000
Other,NA,100910013,2022-12-13 21:06:45 UTC,151.9,0.3,122.4242333,36.84123333,OTHER,5000,2000
Fishing,1,100912665,2022-12-13 00:48:42 UTC,173.2,10.3,122.4712017,36.90811833,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 00:56:16 UTC,168.9,11,122.473195,36.88603833,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 01:02:02 UTC,195.3,10.3,122.4681233,36.86948333,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 01:05:09 UTC,196.3,10.2,122.46521,36.86095667,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 01:11:22 UTC,198.2,10.1,122.4585083,36.84421,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 01:15:22 UTC,221.8,9.7,122.4498167,36.83613333,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 01:20:16 UTC,211.3,9.8,122.4400633,36.82531167,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 01:25:09 UTC,213.9,9.7,122.4307033,36.81450833,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 01:30:02 UTC,214.7,9.5,122.4209567,36.80408833,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 01:36:16 UTC,224.9,9.3,122.406525,36.79261167,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 01:41:36 UTC,226.4,9,122.394385,36.78280667,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 01:45:36 UTC,225.9,9.6,122.385235,36.77548167,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 01:53:36 UTC,222.8,9.3,122.3670033,36.760735,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 01:55:22 UTC,225.8,8.8,122.3630133,36.75744833,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 02:00:16 UTC,227.5,9.3,122.351925,36.74862833,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 02:05:09 UTC,219,9.4,122.341945,36.73865833,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 02:12:42 UTC,215.3,9.3,122.3262283,36.72307333,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 02:17:36 UTC,262,9.2,122.3132767,36.71833667,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 02:21:36 UTC,255.3,9.2,122.3008083,36.71601333,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 02:29:09 UTC,234.8,9.7,122.2784567,36.70869167,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 02:30:02 UTC,235.8,9.6,122.2760117,36.707405,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 02:36:42 UTC,254.7,9.5,122.2574033,36.69894167,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 02:43:22 UTC,265.9,9,122.23659,36.69634833,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 02:46:55 UTC,265.1,9,122.22527,36.69628167,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 02:50:55 UTC,275.7,9.2,122.2124917,36.69720833,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 02:56:42 UTC,347.1,10.1,122.1986733,36.70597833,FOURTH,8000,5000
Fishing,1,100912665,2022-12-13 03:22:55 UTC,354.8,9.5,122.1689217,36.77072667,FOURTH,8000,5000
Fishing,1,100914350,2022-12-13 14:54:47 UTC,194,2.9,124.1079517,39.796185,FOURTH,8000,5000
Fishing,1,100914350,2022-12-13 14:57:00 UTC,187.1,2.3,124.1074567,39.79425167,FOURTH,8000,5000
Fishing,1,100914350,2022-12-13 15:00:34 UTC,196.8,4.6,124.1046667,39.79103667,FOURTH,8000,5000
